characterId,skillId,level
Dragalge,Dragon pulse,53
Dragonair,Leer,1
Dragonair,Thunder wave,5
Dragonair,Twister,11
Dragonair,Wrap,1
Dragonair,Dragon rage,15
Dragonair,Slam,21
Dragonair,Agility,25
Dragonair,Dragon tail,33
Dragonair,Aqua tail,39
Dragonair,Dragon rush,47
Dragonair,Safeguard,53
Dragonair,Dragon dance,61
Dragonair,Outrage,67
Dragonair,Hyper beam,75
Dragonite,Fire punch,1
Dragonite,Hurricane,81
Dragonite,Leer,1
Dragonite,Roost,1
Dragonite,Thunder punch,1
Dragonite,Thunder wave,5
Dragonite,Twister,11
Dragonite,Wrap,1
Dragonite,Dragon rage,15
Dragonite,Slam,21
Dragonite,Agility,25
Dragonite,Dragon tail,33
Dragonite,Aqua tail,39
Dragonite,Dragon rush,47
Dragonite,Safeguard,53
Dragonite,Wing attack,55
Dragonite,Dragon dance,61
Dragonite,Outrage,67
Dragonite,Hyper beam,75
Drapion,Bite,1
Drapion,Fire fang,1
Drapion,Ice fang,1
Drapion,Knock off,5
Drapion,Leer,1
Drapion,Poison sting,1
Drapion,Thunder fang,1
Drapion,Pin missile,9
Drapion,Acupressure,13
Drapion,Pursuit,16
Drapion,Bug bite,20
Drapion,Poison fang,23
Drapion,Venoshock,27
Drapion,Hone claws,30
Drapion,Toxic spikes,34
Drapion,Night slash,38
Drapion,Scary face,43
Drapion,Crunch,49
Drapion,Fell stinger,53
Drapion,Cross poison,57
Dratini,Aqua jet,0
Dratini,Dragon breath,0
Dratini,Dragon dance,51
Dratini,Dragon pulse,0
Dratini,Dragon rush,41
Dratini,Extreme speed,0
Dratini,Haze,0
Dratini,Iron tail,0
Dratini,Mist,0
Dratini,Supersonic,0
Dratini,Water pulse,0
Dratini,Leer,1
Dratini,Wrap,1
Dratini,Thunder wave,5
Dratini,Twister,11
Dratini,Dragon rage,15
Dratini,Slam,21
Dratini,Agility,25
Dratini,Dragon tail,31
Dratini,Aqua tail,35
Dratini,Safeguard,45
Dratini,Outrage,55
Dratini,Hyper beam,61
Drifblim,Astonish,4
Drifblim,Constrict,1
Drifblim,Gust,8
Drifblim,Minimize,1
Drifblim,Phantom force,65
Drifblim,Focus energy,13
Drifblim,Payback,16
Drifblim,Ominous wind,20
Drifblim,Stockpile,25
Drifblim,Hex,27
Drifblim,Spit up,34
Drifblim,Swallow,34
Drifblim,Shadow ball,40
Drifblim,Amnesia,46
Drifblim,Baton pass,52
Drifblim,Explosion,60
Drifloon,Body slam,0
Drifloon,Clear smog,0
Drifloon,Defog,0
Drifloon,Destiny bond,0
Drifloon,Disable,0
Drifloon,Haze,0
Drifloon,Hypnosis,0
Drifloon,Memento,0
Drifloon,Tailwind,0
Drifloon,Weather ball,0
Drifloon,Constrict,1
Drifloon,Minimize,1
Drifloon,Astonish,4
Drifloon,Gust,8
Drifloon,Focus energy,13
Drifloon,Payback,16
Drifloon,Ominous wind,20
Drifloon,Stockpile,25
Drifloon,Hex,27
Drifloon,Spit up,32
Drifloon,Swallow,32
Drifloon,Shadow ball,36
Drifloon,Amnesia,40
Drifloon,Baton pass,44
Drifloon,Explosion,50
Drilbur,Crush claw,0
Drilbur,Earth power,0
Drilbur,Iron defense,0
Drilbur,Metal sound,0
Drilbur,Rapid spin,5
Drilbur,Rock climb,0
Drilbur,Skull bash,0
Drilbur,Submission,0
Drilbur,Mud sport,1
Drilbur,Scratch,1
Drilbur,Mud slap,8
Drilbur,Fury swipes,12
Drilbur,Metal claw,15
Drilbur,Dig,19
Drilbur,Hone claws,22
Drilbur,Slash,26
Drilbur,Rock slide,29
Drilbur,Earthquake,33
Drilbur,Swords dance,36
Drilbur,Sandstorm,40
Drilbur,Drill run,43
Drilbur,Fissure,47
Drowzee,Assist,0
Drowzee,Barrier,0
Drowzee,Fire punch,0
Drowzee,Flatter,0
Drowzee,Guard swap,0
Drowzee,Ice punch,0
Drowzee,Nasty plot,53
Drowzee,Psycho cut,0
Drowzee,Role play,0
Drowzee,Secret power,0
Drowzee,Skill swap,0
Drowzee,Thunder punch,0
Drowzee,Hypnosis,1
Drowzee,Pound,1
Drowzee,Disable,5
Drowzee,Confusion,9
Drowzee,Headbutt,13
Drowzee,Poison gas,17
Drowzee,Meditate,21
Drowzee,Psybeam,25
Drowzee,Psych up,33
Drowzee,Synchronoise,37
Drowzee,Zen headbutt,41
Drowzee,Swagger,45
Drowzee,Psychic,49
Drowzee,Psyshock,57
Drowzee,Future sight,61
Druddigon,Crush claw,0
Druddigon,Feint attack,0
Druddigon,Fire fang,0
Druddigon,Glare,0
Druddigon,Iron tail,0
Druddigon,Metal claw,0
Druddigon,Poison tail,0
Druddigon,Pursuit,0
Druddigon,Snatch,0
Druddigon,Sucker punch,0
Druddigon,Thunder fang,0
Druddigon,Leer,1
Druddigon,Scratch,1
Druddigon,Hone claws,5
Druddigon,Bite,9
Druddigon,Scary face,13
Druddigon,Dragon rage,18
Druddigon,Slash,21
Druddigon,Crunch,25
Druddigon,Dragon claw,27
Druddigon,Chip away,31
Druddigon,Revenge,35
Druddigon,Night slash,40
Druddigon,Dragon tail,45
Druddigon,Rock climb,49
Druddigon,Superpower,55
Druddigon,Outrage,62
Ducklett,Air cutter,0
Ducklett,Brine,0
Ducklett,Gust,0
Ducklett,Lucky chant,0
Ducklett,Me first,0
Ducklett,Mirror move,0
Ducklett,Mud sport,0
Ducklett,Steel wing,0
Ducklett,Water gun,1
Ducklett,Water sport,3
Ducklett,Defog,6
Ducklett,Wing attack,9
Ducklett,Water pulse,13
Ducklett,Aerial ace,15
Ducklett,Bubble beam,19
Ducklett,Feather dance,21
Ducklett,Aqua ring,24
Ducklett,Air slash,27
Ducklett,Roost,30
Ducklett,Rain dance,34
Ducklett,Tailwind,37
Ducklett,Brave bird,41
Ducklett,Hurricane,46
Dugtrio,Growl,4
Dugtrio,Night slash,1
Dugtrio,Rototiller,1
Dugtrio,Sand attack,1
Dugtrio,Scratch,1
Dugtrio,Tri attack,1
Dugtrio,Astonish,7
Dugtrio,Mud slap,12
Dugtrio,Magnitude,15
Dugtrio,Bulldoze,18
Dugtrio,Sucker punch,23
Dugtrio,Sand tomb,26
Dugtrio,Mud bomb,28
Dugtrio,Earth power,33
Dugtrio,Dig,40
Dugtrio,Slash,45
Dugtrio,Earthquake,50
Dugtrio,Fissure,57
Dunsparce,Agility,0
Dunsparce,Ancient power,19
Dunsparce,Astonish,0
Dunsparce,Bide,0
Dunsparce,Bite,0
Dunsparce,Curse,0
Dunsparce,Headbutt,0
Dunsparce,Hex,0
Dunsparce,Magic coat,0
Dunsparce,Secret power,0
Dunsparce,Sleep talk,0
Dunsparce,Snore,0
Dunsparce,Trump card,0
Dunsparce,Defense curl,1
Dunsparce,Rage,1
Dunsparce,Rollout,4
Dunsparce,Spite,7
Dunsparce,Pursuit,10
Dunsparce,Screech,13
Dunsparce,Yawn,16
Dunsparce,Take down,22
Dunsparce,Roost,25
Dunsparce,Glare,28
Dunsparce,Dig,31
Dunsparce,Double edge,34
Dunsparce,Coil,37
Dunsparce,Endure,40
Dunsparce,Drill run,43
Dunsparce,Endeavor,46
Dunsparce,Flail,49
Duosion,Psywave,1
Duosion,Reflect,3
Duosion,Rollout,7
Duosion,Snatch,10
Duosion,Hidden power,14
Duosion,Light screen,16
Duosion,Charm,19
Duosion,Recover,24
Duosion,Psyshock,25
Duosion,Endeavor,28
Duosion,Future sight,31
Duosion,Pain split,34
Duosion,Psychic,39
Duosion,Skill swap,43
Duosion,Heal block,50
Duosion,Wonder room,53
Durant,Baton pass,0
Durant,Endure,0
Durant,Feint attack,0
Durant,Rock climb,0
Durant,Screech,0
Durant,Thunder fang,0
Durant,Guillotine,61
Durant,Iron defense,56
Durant,Metal sound,66
Durant,Sand attack,1
Durant,Vice grip,1
Durant,Fury cutter,6
Durant,Bite,11
Durant,Agility,16
Durant,Metal claw,21
Durant,Bug bite,26
Durant,Crunch,31
Durant,Iron head,36
Durant,Dig,41
Durant,Entrainment,46
Durant,X scissor,51
Dusclops,Bind,1
Dusclops,Disable,6
Dusclops,Fire punch,1
Dusclops,Gravity,1
Dusclops,Ice punch,1
Dusclops,Leer,1
Dusclops,Night shade,1
Dusclops,Thunder punch,1
Dusclops,Foresight,9
Dusclops,Astonish,14
Dusclops,Confuse ray,17
Dusclops,Shadow sneak,22
Dusclops,Pursuit,25
Dusclops,Curse,30
Dusclops,Will o wisp,33
Dusclops,Shadow punch,37
Dusclops,Hex,42
Dusclops,Mean look,49
Dusclops,Payback,58
Dusclops,Future sight,61
Dusknoir,Bind,1
Dusknoir,Disable,6
Dusknoir,Fire punch,1
Dusknoir,Gravity,1
Dusknoir,Ice punch,1
Dusknoir,Leer,1
Dusknoir,Night shade,1
Dusknoir,Thunder punch,1
Dusknoir,Foresight,9
Dusknoir,Astonish,14
Dusknoir,Confuse ray,17
Dusknoir,Shadow sneak,22
Dusknoir,Pursuit,25
Dusknoir,Curse,30
Dusknoir,Will o wisp,33
Dusknoir,Shadow punch,37
Dusknoir,Hex,42
Dusknoir,Mean look,49
Dusknoir,Payback,58
Dusknoir,Future sight,61
Duskull,Dark pulse,0
Duskull,Destiny bond,0
Duskull,Feint attack,0
Duskull,Grudge,0
Duskull,Haze,0
Duskull,Imprison,0
Duskull,Memento,0
Duskull,Ominous wind,0
Duskull,Pain split,0
Duskull,Skill swap,0
Duskull,Leer,1
Duskull,Night shade,1
Duskull,Disable,6
Duskull,Foresight,9
Duskull,Astonish,14
Duskull,Confuse ray,17
Duskull,Shadow sneak,22
Duskull,Pursuit,25
Duskull,Curse,30
Duskull,Will o wisp,33
Duskull,Hex,38
Duskull,Mean look,41
Duskull,Payback,46
Duskull,Future sight,49
Dustox,Confusion,10
Dustox,Gust,13
Dustox,Protect,17
Dustox,Moonlight,20
Dustox,Psybeam,24
Dustox,Whirlwind,27
Dustox,Light screen,31
Dustox,Silver wind,34
Dustox,Toxic,38
Dustox,Bug buzz,41
Dustox,Quiver dance,45
Dwebble,Block,0
Dwebble,Counter,0
Dwebble,Curse,0
Dwebble,Endure,0
Dwebble,Iron defense,0
Dwebble,Night slash,0
Dwebble,Rototiller,0
Dwebble,Sand tomb,0
Dwebble,Spikes,0
Dwebble,Wide guard,0
Dwebble,Fury cutter,1
Dwebble,Rock blast,5
Dwebble,Withdraw,7
Dwebble,Sand attack,11
Dwebble,Feint attack,13
Dwebble,Smack down,17
Dwebble,Rock polish,19
Dwebble,Bug bite,23
Dwebble,Stealth rock,24
Dwebble,Rock slide,29
Dwebble,Slash,31
Dwebble,X scissor,35
Dwebble,Shell smash,37
Dwebble,Flail,41
Dwebble,Rock wrecker,43
Eelektrik,Charge beam,1
Eelektrik,Headbutt,1
Eelektrik,Spark,1
Eelektrik,Thunder wave,1
Eelektrik,Bind,9
Eelektrik,Acid,19
Eelektrik,Discharge,29
Eelektrik,Crunch,39
Eelektrik,Thunderbolt,44
Eelektrik,Acid spray,49
Eelektrik,Coil,54
Eelektrik,Wild charge,59
Eelektrik,Gastro acid,64
Eelektrik,Zap cannon,69
Eelektrik,Thrash,74
Eelektross,Acid,1
Eelektross,Coil,1
Eelektross,Crunch,1
Eelektross,Crush claw,1
Eelektross,Discharge,1
Eelektross,Gastro acid,1
Eelektross,Headbutt,1
Eelektross,Ion deluge,1
Eelektross,Thrash,1
Eelektross,Zap cannon,1
Eevee,Captivate,0
Eevee,Charm,29
Eevee,Covet,23
Eevee,Curse,0
Eevee,Detect,0
Eevee,Endure,0
Eevee,Fake tears,0
Eevee,Flail,0
Eevee,Natural gift,0
Eevee,Stored power,0
Eevee,Synchronoise,0
Eevee,Tickle,0
Eevee,Wish,0
Eevee,Yawn,0
Eevee,Growl,1
Eevee,Helping hand,1
Eevee,Tackle,1
Eevee,Tail whip,1
Eevee,Sand attack,5
Eevee,Baby doll eyes,9
Eevee,Swift,10
Eevee,Quick attack,13
Eevee,Bite,17
Eevee,Refresh,20
Eevee,Take down,25
Eevee,Baton pass,33
Eevee,Double edge,37
Eevee,Last resort,41
Eevee,Trump card,45
Ekans,Beat up,0
Ekans,Disable,0
Ekans,Iron tail,0
Ekans,Poison fang,0
Ekans,Poison tail,0
Ekans,Pursuit,0
Ekans,Scary face,0
Ekans,Slam,0
Ekans,Snatch,0
Ekans,Spite,0
Ekans,Sucker punch,0
Ekans,Switcheroo,0
Ekans,Leer,1
Ekans,Wrap,1
Ekans,Poison sting,4
Ekans,Bite,9
Ekans,Glare,12
Ekans,Screech,17
Ekans,Acid,20
Ekans,Spit up,25
Ekans,Stockpile,25
Ekans,Swallow,25
Ekans,Acid spray,28
Ekans,Mud bomb,33
Ekans,Gastro acid,36
Ekans,Belch,38
Ekans,Haze,41
Ekans,Coil,44
Ekans,Gunk shot,49
Electabuzz,Leer,1
Electabuzz,Quick attack,1
Electabuzz,Thunder shock,5
Electabuzz,Low kick,8
Electabuzz,Swift,12
Electabuzz,Shock wave,15
Electabuzz,Thunder wave,19
Electabuzz,Electro ball,22
Electabuzz,Light screen,26
Electabuzz,Thunder punch,29
Electabuzz,Discharge,36
Electabuzz,Screech,42
Electabuzz,Thunderbolt,49
Electabuzz,Thunder,55
Electivire,Electric terrain,65
Electivire,Fire punch,1
Electivire,Ion deluge,1
Electivire,Leer,1
Electivire,Low kick,8
Electivire,Quick attack,1
Electivire,Thunder shock,5
Electivire,Swift,12
Electivire,Shock wave,15
Electivire,Thunder wave,19
Electivire,Electro ball,22
Electivire,Light screen,26
Electivire,Thunder punch,29
Electivire,Discharge,36
Electivire,Screech,42
Electivire,Thunderbolt,49
Electivire,Thunder,55
Electivire,Giga impact,62
Electrike,Crunch,0
Electrike,Curse,0
Electrike,Discharge,41
Electrike,Eerie impulse,0
Electrike,Electro ball,0
Electrike,Fire fang,0
Electrike,Flame burst,0
Electrike,Headbutt,0
Electrike,Ice fang,0
Electrike,Shock wave,0
Electrike,Swift,0
Electrike,Switcheroo,0
Electrike,Thunder fang,33
Electrike,Uproar,0
Electrike,Tackle,1
Electrike,Thunder wave,4
Electrike,Leer,9
Electrike,Howl,12
Electrike,Quick attack,17
Electrike,Spark,20
Electrike,Odor sleuth,25
Electrike,Bite,28
Electrike,Roar,36
Electrike,Charge,44
Electrike,Wild charge,49
Electrike,Thunder,52
Electrode,Charge,1
Electrode,Magnetic flux,1
Electrode,Sonic boom,1
Electrode,Spark,12
Electrode,Tackle,5
Electrode,Eerie impulse,8
Electrode,Rollout,15
Electrode,Screech,19
Electrode,Charge beam,22
Electrode,Light screen,26
Electrode,Electro ball,29
Electrode,Self destruct,35
Electrode,Swift,40
Electrode,Magnet rise,46
Electrode,Gyro ball,51
Electrode,Explosion,57
Electrode,Mirror coat,62
Elekid,Barrier,0
Elekid,Cross chop,0
Elekid,Dynamic punch,0
Elekid,Feint,0
Elekid,Fire punch,0
Elekid,Focus punch,0
Elekid,Hammer arm,0
Elekid,Ice punch,0
Elekid,Karate chop,0
Elekid,Meditate,0
Elekid,Rolling kick,0
Elekid,Leer,1
Elekid,Quick attack,1
Elekid,Thunder shock,5
Elekid,Low kick,8
Elekid,Swift,12
Elekid,Shock wave,15
Elekid,Thunder wave,19
Elekid,Electro ball,22
Elekid,Light screen,26
Elekid,Thunder punch,29
Elekid,Discharge,33
Elekid,Screech,36
Elekid,Thunderbolt,40
Elekid,Thunder,43
Elgyem,Ally switch,0
Elgyem,Astonish,0
Elgyem,Barrier,0
Elgyem,Cosmic power,0
Elgyem,Disable,0
Elgyem,Guard swap,0
Elgyem,Nasty plot,0
Elgyem,Power swap,0
Elgyem,Skill swap,0
Elgyem,Teleport,0
Elgyem,Confusion,1
Elgyem,Growl,4
Elgyem,Heal block,8
Elgyem,Miracle eye,11
Elgyem,Psybeam,15
Elgyem,Headbutt,18
Elgyem,Hidden power,22
Elgyem,Imprison,25
Elgyem,Simple beam,29
Elgyem,Zen headbutt,32
Elgyem,Psych up,36
Elgyem,Psychic,39
Elgyem,Calm mind,43
Elgyem,Recover,46
Elgyem,Guard split,50
Elgyem,Power split,50
Elgyem,Synchronoise,53
Elgyem,Wonder room,56
Emboar,Ember,7
Emboar,Hammer arm,1
Emboar,Odor sleuth,9
Emboar,Tackle,1
Emboar,Tail whip,3
Emboar,Defense curl,13
Emboar,Flame charge,15
Emboar,Arm thrust,17
Emboar,Smog,20
Emboar,Rollout,23
Emboar,Take down,28
Emboar,Heat crash,31
Emboar,Assurance,38
Emboar,Flamethrower,43
Emboar,Head smash,50
Emboar,Roar,55
Emboar,Flare blitz,62
Emolga,Air slash,0
Emolga,Astonish,0
Emolga,Baton pass,0
Emolga,Charm,0
Emolga,Covet,0
Emolga,Ion deluge,0
Emolga,Iron tail,0
Emolga,Roost,0
Emolga,Shock wave,22
Emolga,Tickle,0
Emolga,Thunder shock,1
Emolga,Quick attack,4
Emolga,Tail whip,7
Emolga,Charge,10
Emolga,Spark,13
Emolga,Nuzzle,15
Emolga,Pursuit,16
Emolga,Double team,19
Emolga,Electro ball,26
Emolga,Acrobatics,30
Emolga,Light screen,34
Emolga,Encore,38
Emolga,Volt switch,42
Emolga,Agility,46
Emolga,Discharge,50
Empoleon,Bubble,8
Empoleon,Growl,4
Empoleon,Tackle,1
Empoleon,Swords dance,11
Empoleon,Peck,15
Empoleon,Metal claw,16
Empoleon,Bubble beam,19
Empoleon,Swagger,24
Empoleon,Fury attack,28
Empoleon,Brine,33
Empoleon,Aqua jet,36
Empoleon,Whirlpool,39
Empoleon,Mist,46
Empoleon,Drill peck,52
Empoleon,Hydro pump,59
Entei,Bite,1
Entei,Eruption,85
Entei,Extrasensory,64
Entei,Lava plume,57
Entei,Leer,1
Entei,Sacred fire,1
Entei,Ember,8
Entei,Roar,15
Entei,Fire spin,22
Entei,Stomp,29
Entei,Flamethrower,36
Entei,Swagger,43
Entei,Fire fang,50
Entei,Fire blast,71
Entei,Calm mind,78
Escavalier,Double edge,1
Escavalier,Fell stinger,60
Escavalier,Leer,4
Escavalier,Peck,1
Escavalier,Quick guard,8
Escavalier,Twineedle,13
Escavalier,Fury attack,16
Escavalier,Headbutt,20
Escavalier,False swipe,25
Escavalier,Bug buzz,28
Escavalier,Slash,32
Escavalier,Iron head,37
Escavalier,Iron defense,40
Escavalier,X scissor,44
Escavalier,Reversal,49
Escavalier,Swords dance,52
Escavalier,Giga impact,56
Espeon,Helping hand,1
Espeon,Tackle,1
Espeon,Tail whip,1
Espeon,Sand attack,5
Espeon,Confusion,9
Espeon,Quick attack,13
Espeon,Swift,17
Espeon,Psybeam,20
Espeon,Future sight,25
Espeon,Psych up,29
Espeon,Morning sun,33
Espeon,Psychic,37
Espeon,Last resort,41
Espeon,Power swap,45
Espurr,Assist,0
Espurr,Barrier,0
Espurr,Trick,0
Espurr,Yawn,0
Espurr,Leer,1
Espurr,Scratch,1
Espurr,Covet,5
Espurr,Confusion,9
Espurr,Light screen,13
Espurr,Psybeam,17
Espurr,Fake out,19
Espurr,Disarming voice,22
Espurr,Psyshock,25
Excadrill,Mud slap,8
Excadrill,Mud sport,1
Excadrill,Rapid spin,5
Excadrill,Rototiller,1
Excadrill,Scratch,1
Excadrill,Fury swipes,12
Excadrill,Metal claw,15
Excadrill,Dig,19
Excadrill,Hone claws,22
Excadrill,Slash,26
Excadrill,Rock slide,29
Excadrill,Horn drill,31
Excadrill,Earthquake,36
Excadrill,Swords dance,42
Excadrill,Sandstorm,49
Excadrill,Drill run,55
Excadrill,Fissure,62
Exeggcute,Ancient power,0
Exeggcute,Block,0
Exeggcute,Curse,0
Exeggcute,Giga drain,0
Exeggcute,Grassy terrain,0
Exeggcute,Ingrain,0
Exeggcute,Leaf storm,0
Exeggcute,Lucky chant,0
Exeggcute,Moonlight,0
Exeggcute,Natural gift,37
Exeggcute,Nature power,0
Exeggcute,Power swap,0
Exeggcute,Skill swap,0
Exeggcute,Synthesis,0
Exeggcute,Barrage,1
Exeggcute,Hypnosis,1
Exeggcute,Uproar,1
Exeggcute,Reflect,7
Exeggcute,Leech seed,11
Exeggcute,Bullet seed,17
Exeggcute,Stun spore,19
Exeggcute,Poison powder,21
Exeggcute,Sleep powder,23
Exeggcute,Confusion,27
Exeggcute,Worry seed,33
Exeggcute,Solar beam,43
Exeggcute,Extrasensory,47
Exeggcute,Bestow,50
Exeggutor,Barrage,1
Exeggutor,Confusion,1
Exeggutor,Hypnosis,1
Exeggutor,Seed bomb,1
Exeggutor,Stomp,1
Exeggutor,Psyshock,17
Exeggutor,Egg bomb,27
Exeggutor,Wood hammer,37
Exeggutor,Leaf storm,47
Exploud,Astonish,11
Exploud,Boomburst,85
Exploud,Fire fang,1
Exploud,Howl,15
Exploud,Ice fang,1
Exploud,Pound,1
Exploud,Thunder fang,1
Exploud,Uproar,5
Exploud,Bite,20
Exploud,Supersonic,23
Exploud,Stomp,29
Exploud,Screech,37
Exploud,Crunch,40
Exploud,Roar,45
Exploud,Rest,55
Exploud,Synchronoise,55
Exploud,Sleep talk,63
Exploud,Hyper voice,71
Exploud,Hyper beam,79
Farfetchd,Covet,0
Farfetchd,Curse,0
Farfetchd,Feather dance,0
Farfetchd,Flail,0
Farfetchd,Foresight,0
Farfetchd,Gust,0
Farfetchd,Leaf blade,0
Farfetchd,Mirror move,0
Farfetchd,Mud slap,0
Farfetchd,Night slash,33
Farfetchd,Quick attack,0
Farfetchd,Revenge,0
Farfetchd,Roost,0
Farfetchd,Simple beam,0
Farfetchd,Steel wing,0
Farfetchd,Trump card,0
Farfetchd,Brave bird,55
Farfetchd,Fury cutter,1
Farfetchd,Leer,1
Farfetchd,Peck,1
Farfetchd,Poison jab,1
Farfetchd,Sand attack,1
Farfetchd,Fury attack,7
Farfetchd,Aerial ace,9
Farfetchd,Knock off,13
Farfetchd,Slash,19
Farfetchd,Air cutter,21
Farfetchd,Swords dance,25
Farfetchd,Agility,31
Farfetchd,Acrobatics,37
Farfetchd,Feint,43
Farfetchd,False swipe,45
Farfetchd,Air slash,49
Fearow,Drill run,53
Fearow,Fury attack,9
Fearow,Growl,1
Fearow,Leer,5
Fearow,Peck,1
Fearow,Pluck,1
Fearow,Pursuit,13
Fearow,Aerial ace,17
Fearow,Mirror move,23
Fearow,Agility,29
Fearow,Assurance,35
Fearow,Roost,41
Fearow,Drill peck,47
Feebas,Brine,0
Feebas,Captivate,0
Feebas,Confuse ray,0
Feebas,Dragon breath,0
Feebas,Dragon pulse,0
Feebas,Haze,0
Feebas,Hypnosis,0
Feebas,Iron tail,0
Feebas,Mirror coat,0
Feebas,Mist,0
Feebas,Mud sport,0
Feebas,Tickle,0
Feebas,Splash,1
Feebas,Tackle,15
Feebas,Flail,30
Fennekin,Heat wave,0
Fennekin,Hypnosis,0
Fennekin,Magic coat,0
Fennekin,Wish,0
Fennekin,Scratch,1
Fennekin,Tail whip,1
Fennekin,Ember,5
Fennekin,Howl,11
Fennekin,Flame charge,14
Fennekin,Psybeam,17
Fennekin,Fire spin,20
Fennekin,Lucky chant,25
Fennekin,Light screen,27
Fennekin,Psyshock,31
Fennekin,Flamethrower,35
Fennekin,Will o wisp,38
Fennekin,Psychic,41
Fennekin,Sunny day,43
Fennekin,Magic room,46
Fennekin,Fire blast,48
Feraligatr,Leer,1
Feraligatr,Rage,8
Feraligatr,Scratch,1
Feraligatr,Water gun,6
Feraligatr,Bite,13
Feraligatr,Scary face,15
Feraligatr,Ice fang,21
Feraligatr,Flail,24
Feraligatr,Agility,30
Feraligatr,Crunch,32
Feraligatr,Chip away,37
Feraligatr,Slash,45
Feraligatr,Screech,50
Feraligatr,Thrash,58
Feraligatr,Aqua tail,63
Feraligatr,Superpower,71
Feraligatr,Hydro pump,76
Ferroseed,Acid spray,0
Ferroseed,Bullet seed,0
Ferroseed,Gravity,0
Ferroseed,Leech seed,0
Ferroseed,Rock climb,0
Ferroseed,Seed bomb,0
Ferroseed,Spikes,0
Ferroseed,Stealth rock,0
Ferroseed,Worry seed,0
Ferroseed,Harden,1
Ferroseed,Tackle,1
Ferroseed,Rollout,6
Ferroseed,Curse,9
Ferroseed,Metal claw,14
Ferroseed,Pin missile,18
Ferroseed,Gyro ball,21
Ferroseed,Iron defense,26
Ferroseed,Mirror shot,30
Ferroseed,Ingrain,35
Ferroseed,Self destruct,38
Ferroseed,Iron head,43
Ferroseed,Payback,47
Ferroseed,Flash cannon,52
Ferroseed,Explosion,55
Ferrothorn,Curse,9
Ferrothorn,Harden,1
Ferrothorn,Rock climb,1
Ferrothorn,Rollout,6
Ferrothorn,Tackle,1
Ferrothorn,Metal claw,14
Ferrothorn,Pin missile,18
Ferrothorn,Gyro ball,21
Ferrothorn,Iron defense,26
Ferrothorn,Mirror shot,30
Ferrothorn,Ingrain,35
Ferrothorn,Self destruct,38
Ferrothorn,Power whip,40
Ferrothorn,Iron head,46
Ferrothorn,Payback,53
Ferrothorn,Flash cannon,61
Ferrothorn,Explosion,67
Finneon,Agility,0
Finneon,Aqua tail,0
Finneon,Aurora beam,0
Finneon,Brine,0
Finneon,Charm,0
Finneon,Flail,0
Finneon,Psybeam,0
Finneon,Signal beam,0
Finneon,Splash,0
Finneon,Sweet kiss,0
Finneon,Tickle,0
Finneon,Pound,1
Finneon,Water gun,6
Finneon,Attract,10
Finneon,Rain dance,13
Finneon,Gust,17
Finneon,Water pulse,22
Finneon,Captivate,26
Finneon,Safeguard,29
Finneon,Aqua ring,33
Finneon,Whirlpool,38
Finneon,U turn,42
Finneon,Bounce,45
Finneon,Silver wind,49
Finneon,Soak,54
Flaaffy,Growl,1
Flaaffy,Tackle,1
Flaaffy,Thunder shock,8
Flaaffy,Thunder wave,4
Flaaffy,Cotton spore,11
Flaaffy,Charge,16
Flaaffy,Take down,20
Flaaffy,Electro ball,25
Flaaffy,Confuse ray,29
Flaaffy,Power gem,34
Flaaffy,Discharge,38
Flaaffy,Cotton guard,43
Flaaffy,Signal beam,47
Flaaffy,Light screen,52
Flaaffy,Thunder,56
Flabebe,Camouflage,0
Flabebe,Captivate,0
Flabebe,Copycat,0
Flabebe,Tackle,1
Flabebe,Vine whip,1
Flabebe,Fairy wind,6
Flabebe,Lucky chant,10
Flabebe,Razor leaf,15
Flabebe,Wish,20
Flabebe,Magical leaf,22
Flabebe,Grassy terrain,24
Flabebe,Petal blizzard,28
Flabebe,Aromatherapy,33
Flabebe,Misty terrain,37
Flabebe,Moonblast,41
Flabebe,Petal dance,45
Flabebe,Solar beam,48
Flareon,Helping hand,1
Flareon,Tackle,1
Flareon,Tail whip,1
Flareon,Sand attack,5
Flareon,Ember,9
Flareon,Quick attack,13
Flareon,Bite,17
Flareon,Fire fang,20
Flareon,Fire spin,25
Flareon,Scary face,29
Flareon,Smog,33
Flareon,Lava plume,37
Flareon,Last resort,41
Flareon,Flare blitz,45
Fletchinder,Growl,1
Fletchinder,Tackle,1
Fletchinder,Quick attack,6
Fletchinder,Peck,10
Fletchinder,Agility,13
Fletchinder,Flail,16
Fletchinder,Ember,17
Fletchinder,Roost,25
Fletchinder,Razor wind,27
Fletchinder,Natural gift,31
Fletchinder,Flame charge,38
Fletchinder,Acrobatics,42
Fletchinder,Me first,46
Fletchinder,Tailwind,51
Fletchinder,Steel wing,55
Fletchling,Quick guard,0
Fletchling,Snatch,0
Fletchling,Tailwind,45
Fletchling,Growl,1
Fletchling,Tackle,1
Fletchling,Quick attack,6
Fletchling,Peck,10
Fletchling,Agility,13
Fletchling,Flail,16
Fletchling,Roost,21
Fletchling,Razor wind,25
Fletchling,Natural gift,29
Fletchling,Flame charge,34
Fletchling,Acrobatics,39
Fletchling,Me first,41
Fletchling,Steel wing,48
Floatzel,Crunch,1
Floatzel,Growl,4
Floatzel,Ice fang,1
Floatzel,Quick attack,11
Floatzel,Sonic boom,1
Floatzel,Water sport,7
Floatzel,Water gun,15
